plan_id,stage,variant,month_end,decision_time,entry_time,exit_time,holding_days,weight,entry_price,exit_price,quantity_per_unit_plan_capital,funding_events,funding_rate_sum,actual_funding_return,stress_funding_return,favorable_vbt_price_cost_return,favorable_manual_price_cost_return,favorable_reconciliation_error,favorable_net_return,base_vbt_price_cost_return,base_manual_price_cost_return,base_reconciliation_error,base_net_return,stress_vbt_price_cost_return,stress_manual_price_cost_return,stress_reconciliation_error,stress_net_return
development-tom5-202302,development,tom5,2023-02-28T00:00:00Z,2023-02-26T23:59:59Z,2023-02-27T00:00:00Z,2023-03-04T00:00:00Z,5.0,0.5,23545.2,22342.8,2.123575081120568e-05,15,0.00078981,-0.000395753767197415,-0.0006146498321098144,-0.026118546455328517,-0.026118546455328507,-1.0408340855860843e-17,-0.026514300222525933,-0.027093027908873135,-0.02709302790887308,-5.551115123125783e-17,-0.02748878167607055,-0.028067509362417864,-0.028067509362417885,2.0816681711721685e-17,-0.028682159194527677
development-tom5-202303,development,tom5,2023-03-31T00:00:00Z,2023-03-29T23:59:59Z,2023-03-30T00:00:00Z,2023-04-04T00:00:00Z,5.0,0.5,28338.6,27786.1,1.7643779156345058e-05,14,0.0007138800000000002,-0.0003571762552573393,-0.0005552831458347786,-0.010342339071090223,-0.010342339071090315,9.194034422677078e-17,-0.010699515326347562,-0.01133259673201914,-0.011332596732019166,2.6020852139652106e-17,-0.011689772987276479,-0.012322854392948057,-0.012322854392948083,2.6020852139652106e-17,-0.012878137538782836
development-tom5-202304,development,tom5,2023-04-30T00:00:00Z,2023-04-28T23:59:59Z,2023-04-29T00:00:00Z,2023-05-04T00:00:00Z,5.0,0.5,29300.0,29018.4,1.7064846416382253e-05,16,0.0006196699999999999,-0.0003060249683003533,-0.0004901404379151158,-0.005402577474402648,-0.005402577474402705,5.724587470723463e-17,-0.005708602442703001,-0.006397774896928277,-0.006397774896928243,-3.382710778154774e-17,-0.00670379986522863,-0.007392972319453905,-0.007392972319453904,-1.734723475976807e-18,-0.007883112757369021
development-tom5-202305,development,tom5,2023-05-31T00:00:00Z,2023-05-29T23:59:59Z,2023-05-30T00:00:00Z,2023-06-04T00:00:00Z,5.0,0.5,27722.1,27054.9,1.80361516623921e-05,16,0.00107712,-0.0005276897580313606,-0.0007915346370470409,-0.012626500156914466,-0.012626500156914468,1.734723475976807e-18,-0.013154189914945828,-0.013614473656757498,-0.013614473656757456,-4.163336342344337e-17,-0.014142163414788859,-0.014602447156600584,-0.01460244715660064,5.551115123125783e-17,-0.015393981793647624
development-tom5-202306,development,tom5,2023-06-30T00:00:00Z,2023-06-28T23:59:59Z,2023-06-29T00:00:00Z,2023-07-04T00:00:00Z,5.0,0.5,30066.3,31149.0,1.6629914555499013e-05,14,0.0013930000000000004,-0.000707295226386519,-0.0010609428395797788,0.01739440536414516,0.017394405364145254,-9.367506770274758e-17,0.016687110137758643,0.016376410958781173,0.016376410958781167,6.938893903907228e-18,0.015669115732394656,0.015358416553416965,0.015358416553416961,3.469446951953614e-18,0.014297473713837185
development-tom5-202307,development,tom5,2023-07-31T00:00:00Z,2023-07-29T23:59:59Z,2023-07-30T00:00:00Z,2023-08-04T00:00:00Z,5.0,0.5,29339.1,29180.1,1.7042104222692587e-05,15,0.0011907100000000004,-0.0005936725436168647,-0.000890508815425297,-0.0033080687546652165,-0.0033080687546652764,5.984795992119984e-17,-0.003901741298282081,-0.004305360685910642,-0.004305360685910592,-5.0306980803327406e-17,-0.004899033229527507,-0.005302652617155845,-0.005302652617155906,6.071532165918825e-17,-0.006193161432581142
development-tom5-202308,development,tom5,2023-08-31T00:00:00Z,2023-08-29T23:59:59Z,2023-08-30T00:00:00Z,2023-09-04T00:00:00Z,5.0,0.5,27700.1,25962.1,1.8050476352070932e-05,15,0.00057924,-0.00027700147679838314,-0.0004249304719517558,-0.031952904863159326,-0.03195290486315935,2.0816681711721685e-17,-0.03222990633995771,-0.03292155195829616,-0.032921551958296165,6.938893903907228e-18,-0.03319855343509454,-0.033890199053433046,-0.033890199053433046,0.0,-0.0343151295253848
development-tom5-202309,development,tom5,2023-09-30T00:00:00Z,2023-09-28T23:59:59Z,2023-09-29T00:00:00Z,2023-10-04T00:00:00Z,5.0,0.5,27011.7,27412.0,1.851049730302054e-05,15,0.00018806,-9.588681605173576e-05,-0.0001788752740609343,0.00680530621915687,0.00680530621915687,0.0,0.006709419403105135,0.005797900912937637,0.005797900912937793,-1.5612511283791264e-16,0.005702014096885901,0.0047904956067185145,0.004790495606718513,1.734723475976807e-18,0.004611620332657581
development-tom5-202310,development,tom5,2023-10-31T00:00:00Z,2023-10-29T23:59:59Z,2023-10-30T00:00:00Z,2023-11-04T00:00:00Z,5.0,0.5,34528.6,34700.5,1.4480749291891361e-05,15,0.0015000000000000002,-0.0007521647082138141,-0.0011282470623207213,0.001887747258794259,0.0018877472587941803,7.871307772244762e-17,0.001135582550580445,0.0008852595115355077,0.000885259511535432,7.578573185673676e-17,0.0001330948033216936,-0.00011722823572346552,-0.00011722823572342188,-4.3639137442541553e-17,-0.0012454752980441868
development-tom5-202311,development,tom5,2023-11-30T00:00:00Z,2023-11-28T23:59:59Z,2023-11-29T00:00:00Z,2023-12-04T00:00:00Z,5.0,0.5,37812.0,39979.8,1.3223315349624457e-05,16,0.00155464,-0.0007914751981584816,-0.0011872127972377224,0.02804830371310696,0.028048303713106987,-2.7755575615628914e-17,0.027256828514948477,0.027019655409393883,0.027019655409393894,-1.0408340855860843e-17,0.0262281802112354,0.025991007105680808,0.0259910071056807,1.0755285551056204e-16,0.024803794308443084
development-tom5-202312,development,tom5,2023-12-31T00:00:00Z,2023-12-29T23:59:59Z,2023-12-30T00:00:00Z,2024-01-04T00:00:00Z,5.0,0.5,42095.1,42849.5,1.187786702015199e-05,16,0.0052174000000000005,-0.002684472921504731,-0.004026709382257096,0.008355286482274682,0.008355286482274677,5.204170427930421e-18,0.0056708135607699516,0.0073463311957924216,0.007346331195792458,-3.642919299551295e-17,0.004661858274287691,0.006337375909310161,0.006337375909310153,7.806255641895632e-18,0.0023106665270530655
