signal_day,decision_time,entry_time,exit_time,usdt_daily_log_return,usdt_bns_rv,usdt_bns_bv,usdt_bns_tp,usdt_bns_z,positive_bns_jump,positive_fixed_jump,interaction,fixed_interaction,usdt_nonzero_hourly_returns,usdt_unique_hourly_closes,btc_prior_log_return,btc_realized_variance,btc_target_log_return,entry_price,exit_price,gross_event_short_return,daily_plan_feasibility_pnl
2022-08-21 00:00:00+00:00,2022-08-22 00:00:00+00:00,2022-08-22 00:15:00+00:00,2022-08-23 00:15:00+00:00,3.0000450009e-05,6.32939415569e-08,3.50254801334e-08,5.43446340934e-15,2.40726021829,1,1,3.0000450009e-05,3.0000450009e-05,10,3,0.0177283906077,0.000638437990935,-0.00214033775659,21421.4,21375.6,0.00214033775659,-0.000874504601949
2022-08-23 00:00:00+00:00,2022-08-24 00:00:00+00:00,2022-08-24 00:15:00+00:00,2022-08-25 00:15:00+00:00,0.000189999050576,9.70758427092e-08,6.87837188489e-08,5.49271319803e-15,2.39646610569,1,1,0.000189999050576,0.000189999050576,14,6,0.00611582786902,0.00057327460743,-0.0108176292245,21534.8,21303.1,0.0108176292245,0.00129481826503
2022-09-01 00:00:00+00:00,2022-09-02 00:00:00+00:00,2022-09-02 00:15:00+00:00,2022-09-03 00:15:00+00:00,9.99550203241e-05,2.0979915102e-07,1.41255504385e-07,2.06006894792e-14,2.9979578988,1,1,9.99550203241e-05,9.99550203241e-05,15,5,0.00404342747885,0.000720772695638,-0.00738611488557,20098.1,19950.2,0.00738611488557,0.000436939680298
2022-09-04 00:00:00+00:00,2022-09-05 00:00:00+00:00,2022-09-05 00:15:00+00:00,2022-09-06 00:15:00+00:00,5.42101086243e-20,3.94831506696e-07,2.46017920644e-07,1.36761642118e-13,2.52615288309,1,0,5.42101086243e-20,0,15,6,0.00864036078635,0.000265784907838,-0.00530379991996,19963.1,19857.5,0.00530379991996,-8.36390611048e-05
2022-09-09 00:00:00+00:00,2022-09-10 00:00:00+00:00,2022-09-10 00:15:00+00:00,2022-09-11 00:15:00+00:00,0.000449921271369,4.69354055104e-07,2.35442708072e-07,1.59174741776e-13,3.68055587017,1,1,0.000449921271369,0.000449921271369,9,7,0.100558566966,0.00119386854075,0.0172267258484,21253.5,21622.8,-0.0172267258484,-0.00571627050319
2022-09-19 00:00:00+00:00,2022-09-20 00:00:00+00:00,2022-09-20 00:15:00+00:00,2022-09-21 00:15:00+00:00,0.000399840069301,2.79764164259e-07,2.19732537856e-07,2.97122769377e-14,2.18630800109,1,1,0.000399840069301,0.000399840069301,14,7,0.00637505979742,0.00271428777289,-0.0308788438324,19535,18941,0.0308788438324,0.00631012191701
2022-09-23 00:00:00+00:00,2022-09-24 00:00:00+00:00,2022-09-24 00:15:00+00:00,2022-09-25 00:15:00+00:00,9.99550203241e-05,3.29575421443e-07,2.03922646994e-07,6.92704603817e-14,2.99707248817,1,1,9.99550203241e-05,9.99550203241e-05,15,6,-0.00578179780563,0.00115445507456,-0.0138303781549,19228,18963.9,0.0138303781549,0.00204800549762
2022-09-29 00:00:00+00:00,2022-09-30 00:00:00+00:00,2022-09-30 00:15:00+00:00,2022-10-01 00:15:00+00:00,0.000199980002666,2.79898037153e-07,1.57029383554e-07,3.57979277077e-14,4.07672444632,1,1,0.000199980002666,0.000199980002666,14,5,0.00898187362201,0.00135445727798,-0.00424345839276,19530.2,19447.5,0.00424345839276,-0.000348724442905
2022-09-30 00:00:00+00:00,2022-10-01 00:00:00+00:00,2022-10-01 00:15:00+00:00,2022-10-02 00:15:00+00:00,0.000299895038985,1.69927033043e-07,9.42242231593e-08,2.89668256167e-14,2.79229146539,1,1,0.000299895038985,0.000299895038985,8,6,-0.00876548473943,0.00113547725375,-0.00756161905872,19447.5,19301,0.00756161905872,0.000480815723584
2022-10-08 00:00:00+00:00,2022-10-09 00:00:00+00:00,2022-10-09 00:15:00+00:00,2022-10-10 00:15:00+00:00,9.99950003333e-05,1.09965010605e-07,4.71081859629e-08,9.12337008069e-15,4.13117881564,1,1,9.99950003333e-05,9.99950003333e-05,11,4,-0.00588793085948,0.000122893979982,-0.000689893093938,19430,19416.6,0.000689893093938,-0.00123711576761
2022-10-25 00:00:00+00:00,2022-10-26 00:00:00+00:00,2022-10-26 00:15:00+00:00,2022-10-27 00:15:00+00:00,9.9925056291e-05,1.29795243234e-07,6.27330101438e-08,4.54984587475e-15,6.2413547772,1,1,9.9925056291e-05,9.9925056291e-05,10,3,0.0380989754201,0.000771257389001,0.0357541969801,20062.6,20792.9,-0.0357541969801,-0.0103481382861
2022-11-07 00:00:00+00:00,2022-11-08 00:00:00+00:00,2022-11-08 00:15:00+00:00,2022-11-09 00:15:00+00:00,9.98951102176e-05,1.69639575938e-07,1.2540022809e-07,1.36368158067e-14,2.3782167341,1,1,9.98951102176e-05,9.98951102176e-05,11,4,-0.0155023175186,0.000427908668465,-0.110005524281,20597.9,18452.2,0.110005524281,0.0260917920292
2022-11-12 00:00:00+00:00,2022-11-13 00:00:00+00:00,2022-11-13 00:15:00+00:00,2022-11-14 00:15:00+00:00,0.000809842125055,3.58442970188e-07,1.5867154647e-07,4.18940113696e-16,61.2712292328,1,1,0.000809842125055,0.000809842125055,14,9,-0.014853234655,0.000394011220555,-0.0253667904872,16803.9,16383,0.0253667904872,0.00493210858072
2022-11-16 00:00:00+00:00,2022-11-17 00:00:00+00:00,2022-11-17 00:15:00+00:00,2022-11-18 00:15:00+00:00,3.00127554233e-05,4.83301784753e-07,3.01331312385e-07,8.13682948419e-14,4.00472331915,1,1,3.00127554233e-05,3.00127554233e-05,21,20,-0.0141688168963,0.000449671689717,0.00865981841975,16694.6,16839.8,-0.00865981841975,-0.00357454364603
